Date,France_10y,Germany_10y,Belgium_10y,Italy_10y,Spain_10y,Portugal_10y,Ireland_10y,Greece_10y
2021-03-22,-0.06,-0.32,0.0,0.71039,0.329,0.227,0.049,0.916
2021-03-23,-0.08,-0.34,-0.16,0.66497,0.319,0.176,0.016,0.873
2021-03-23,-0.08,-0.34,-0.08,0.66497,0.319,0.176,0.016,0.873
2021-03-23,-0.08,-0.34,-0.02,0.66497,0.319,0.176,0.016,0.873
2021-03-24,-0.1,-0.36,-0.17,0.64084,0.268,0.164,-0.004,0.86
2021-03-24,-0.1,-0.36,-0.09,0.64084,0.268,0.164,-0.004,0.86
2021-03-24,-0.1,-0.36,-0.05,0.64084,0.268,0.164,-0.004,0.86
2021-03-25,-0.11,-0.37,-0.05,0.63081,0.244,0.153,-0.017,0.857
2021-03-25,-0.11,-0.37,-0.2,0.63081,0.244,0.153,-0.017,0.857
2021-03-25,-0.11,-0.37,-0.12,0.63081,0.244,0.153,-0.017,0.857
2021-03-26,-0.1,-0.36,-0.05,0.63082,0.26,0.182,0.01,0.875
2021-03-26,-0.1,-0.36,-0.17,0.63082,0.26,0.182,0.01,0.875
2021-03-26,-0.1,-0.36,-0.08,0.63082,0.26,0.182,0.01,0.875
2021-03-27,-0.08,-0.36,-0.08,0.63083,0.26,0.182,0.01,0.875
2021-03-28,-0.08,-0.36,-0.08,0.63083,0.26,0.182,0.01,0.875
2021-03-29,-0.08,-0.34,-0.18,0.63083,0.263,0.198,0.043,0.867
2021-03-29,-0.08,-0.34,-0.09,0.63083,0.263,0.198,0.043,0.867
2021-03-29,-0.08,-0.34,-0.03,0.63083,0.263,0.198,0.043,0.867
2021-03-30,0.0,-0.26,-0.1,0.73599,0.287,0.24,0.078,0.903
2021-03-30,0.0,-0.26,-0.01,0.73599,0.287,0.24,0.078,0.903
2021-03-30,0.0,-0.26,0.04,0.73599,0.287,0.24,0.078,0.903
2021-03-31,-0.02,-0.27,-0.04,0.72191,0.339,0.227,0.075,0.869
2021-03-31,-0.02,-0.27,-0.13,0.72191,0.339,0.227,0.075,0.869
2021-03-31,-0.02,-0.27,0.03,0.72191,0.339,0.227,0.075,0.869
2021-04-01,-0.04,-0.3,-0.06,0.69249,0.315,0.213,0.04,0.818
2021-04-01,-0.04,-0.3,-0.15,0.69249,0.315,0.213,0.04,0.818
2021-04-01,-0.04,-0.3,0.0,0.69249,0.315,0.213,0.04,0.818
2021-04-02,-0.03,-0.3,0.0,0.72401,0.315,0.197,0.02,0.828
2021-04-03,-0.03,-0.3,0.0,0.72401,0.315,0.197,0.02,0.828
2021-04-04,-0.03,-0.3,0.0,0.72401,0.315,0.197,0.02,0.828
2021-04-05,-0.03,-0.3,0.0,0.72401,0.315,0.205,0.02,0.825
2021-04-06,-0.03,-0.3,0.01,0.72401,0.303,0.247,0.055,0.853
2021-04-06,-0.03,-0.3,-0.05,0.72401,0.303,0.247,0.055,0.853
2021-04-06,-0.03,-0.3,-0.14,0.72401,0.303,0.247,0.055,0.853
2021-04-07,-0.06,-0.33,-0.15,0.72607,0.316,0.248,0.036,0.856
2021-04-07,-0.06,-0.33,-0.06,0.72607,0.316,0.248,0.036,0.856
2021-04-07,-0.06,-0.33,-0.01,0.72607,0.316,0.248,0.036,0.856
2021-04-08,-0.07,-0.33,-0.16,0.70886,0.323,0.241,0.032,0.827
2021-04-08,-0.07,-0.33,-0.07,0.70886,0.323,0.241,0.032,0.827
2021-04-08,-0.07,-0.33,-0.01,0.70886,0.323,0.241,0.032,0.827
2021-04-09,-0.05,-0.31,-0.12,0.70889,0.319,0.288,0.074,0.873
2021-04-09,-0.05,-0.31,-0.02,0.70889,0.319,0.288,0.074,0.873
2021-04-09,-0.05,-0.31,0.01,0.70889,0.319,0.288,0.074,0.873
2021-04-10,-0.05,-0.31,0.01,0.77734,0.319,0.288,0.074,0.873
2021-04-11,-0.05,-0.31,0.01,0.77734,0.319,0.288,0.074,0.873
2021-04-12,-0.05,-0.32,-0.04,0.77734,0.352,0.292,0.083,0.878
2021-04-12,-0.05,-0.32,0.0,0.77734,0.352,0.292,0.083,0.878
2021-04-12,-0.05,-0.32,-0.14,0.77734,0.352,0.292,0.083,0.878
2021-04-13,-0.01,-0.28,-0.01,0.79997,0.366,0.297,0.078,0.92
2021-04-13,-0.01,-0.28,0.05,0.79997,0.366,0.297,0.078,0.92
2021-04-13,-0.01,-0.28,-0.1,0.79997,0.366,0.297,0.078,0.92
2021-04-14,-0.02,-0.3,-0.13,0.78564,0.376,0.319,0.136,0.911
2021-04-14,-0.02,-0.3,-0.03,0.78564,0.376,0.319,0.136,0.911
2021-04-14,-0.02,-0.3,0.03,0.78564,0.376,0.319,0.136,0.911
2021-04-15,0.0,-0.27,0.05,0.77551,0.373,0.389,0.088,0.902
2021-04-15,0.0,-0.27,-0.11,0.77551,0.373,0.389,0.088,0.902
2021-04-15,0.0,-0.27,-0.01,0.77551,0.373,0.389,0.088,0.902
2021-04-16,0.01,-0.27,0.05,0.7889,0.372,0.4,0.121,0.903
2021-04-16,0.01,-0.27,-0.12,0.7889,0.372,0.4,0.121,0.903
2021-04-16,0.01,-0.27,-0.02,0.7889,0.372,0.4,0.121,0.903
2021-04-17,0.0,-0.27,0.05,0.79409,0.372,0.4,0.121,0.903
2021-04-18,0.0,-0.27,0.05,0.79409,0.372,0.4,0.121,0.903
2021-04-19,0.0,-0.27,0.03,0.79409,0.378,0.42,0.143,0.909
2021-04-19,0.0,-0.27,0.04,0.79409,0.378,0.42,0.143,0.909
2021-04-19,0.0,-0.27,-0.07,0.79409,0.378,0.42,0.143,0.909
2021-04-20,0.04,-0.23,0.02,0.84161,0.396,0.414,0.118,0.924
2021-04-20,0.04,-0.23,-0.08,0.84161,0.396,0.414,0.118,0.924
2021-04-20,0.04,-0.23,0.08,0.84161,0.396,0.414,0.118,0.924
2021-04-21,0.01,-0.25,0.06,0.80449,0.394,0.402,0.113,0.9
2021-04-21,0.01,-0.25,0.0,0.80449,0.394,0.402,0.113,0.9
2021-04-21,0.01,-0.25,-0.08,0.80449,0.394,0.402,0.113,0.9
2021-04-22,-0.01,-0.27,-0.07,0.80258,0.367,0.406,0.121,0.896
2021-04-22,-0.01,-0.27,0.01,0.80258,0.367,0.406,0.121,0.896
2021-04-22,-0.01,-0.27,0.04,0.80258,0.367,0.406,0.121,0.896
2021-04-23,-0.01,-0.27,-0.08,0.82329,0.37,0.407,0.117,0.89
2021-04-23,-0.01,-0.27,-0.01,0.82329,0.37,0.407,0.117,0.89
2021-04-23,-0.01,-0.27,0.04,0.82329,0.37,0.407,0.117,0.89
2021-04-24,-0.01,-0.27,0.04,0.84716,0.37,0.407,0.117,0.89
2021-04-25,-0.01,-0.27,0.04,0.84716,0.37,0.407,0.117,0.89
2021-04-26,-0.01,-0.26,-0.06,0.84716,0.373,0.407,0.117,0.902
2021-04-26,-0.01,-0.26,0.03,0.84716,0.373,0.407,0.117,0.902
2021-04-26,-0.01,-0.26,0.05,0.84716,0.373,0.407,0.117,0.902
2021-04-27,0.02,-0.25,0.01,0.86383,0.387,0.421,0.124,0.917
2021-04-27,0.02,-0.25,0.06,0.86383,0.387,0.421,0.124,0.917
2021-04-27,0.02,-0.25,-0.07,0.86383,0.387,0.421,0.124,0.917
2021-04-28,0.05,-0.22,0.04,0.88783,0.39,0.445,0.145,0.951
2021-04-28,0.05,-0.22,0.09,0.88783,0.39,0.445,0.145,0.951
2021-04-28,0.05,-0.22,-0.04,0.88783,0.39,0.445,0.145,0.951
2021-04-29,0.05,-0.22,-0.03,0.88909,0.423,0.482,0.184,0.981
2021-04-29,0.05,-0.22,0.06,0.88909,0.423,0.482,0.184,0.981
2021-04-29,0.05,-0.22,0.1,0.88909,0.423,0.482,0.184,0.981
2021-04-30,0.08,-0.2,0.13,0.90378,0.452,0.487,0.186,0.989
2021-04-30,0.08,-0.2,0.0,0.90378,0.452,0.487,0.186,0.989
2021-04-30,0.08,-0.2,0.08,0.90378,0.452,0.487,0.186,0.989
2021-05-01,0.12,-0.2,0.08,0.90595,0.452,0.487,0.186,0.989
2021-05-02,0.12,-0.2,0.08,0.90595,0.452,0.487,0.186,0.989
2021-05-03,0.12,-0.16,0.01,0.90595,0.458,0.474,0.185,0.986
2021-05-03,0.12,-0.16,0.1,0.90595,0.458,0.474,0.185,0.986
2021-05-03,0.12,-0.16,0.17,0.90595,0.458,0.474,0.185,0.986
2021-05-04,0.08,-0.21,0.08,0.85909,0.459,0.443,0.164,1.005
2021-05-04,0.08,-0.21,0.13,0.85909,0.459,0.443,0.164,1.005
2021-05-04,0.08,-0.21,-0.01,0.85909,0.459,0.443,0.164,1.005
2021-05-05,0.06,-0.23,-0.01,0.87895,0.451,0.465,0.185,0.975
2021-05-05,0.06,-0.23,0.08,0.87895,0.451,0.465,0.185,0.975
2021-05-05,0.06,-0.23,0.12,0.87895,0.451,0.465,0.185,0.975
2021-05-06,0.05,-0.23,0.1,0.89692,0.442,0.47,0.188,0.971
2021-05-06,0.05,-0.23,-0.03,0.89692,0.442,0.47,0.188,0.971
2021-05-06,0.05,-0.23,0.06,0.89692,0.442,0.47,0.188,0.971
2021-05-07,0.08,-0.22,0.0,0.94944,0.464,0.509,0.217,1.01
2021-05-07,0.08,-0.22,0.09,0.94944,0.464,0.509,0.217,1.01
2021-05-07,0.08,-0.22,0.14,0.94944,0.464,0.509,0.217,1.01
2021-05-08,0.1,-0.22,0.14,0.95269,0.464,0.509,0.217,1.01
2021-05-09,0.1,-0.22,0.14,0.95269,0.464,0.509,0.217,1.01
2021-05-10,0.1,-0.2,0.1,0.95269,0.472,0.493,0.211,0.996
2021-05-10,0.1,-0.2,0.15,0.95269,0.472,0.493,0.211,0.996
2021-05-10,0.1,-0.2,0.01,0.95269,0.472,0.493,0.211,0.996
2021-05-11,0.13,-0.17,0.04,0.97175,0.495,0.544,0.267,1.012
2021-05-11,0.13,-0.17,0.14,0.97175,0.495,0.544,0.267,1.012
2021-05-11,0.13,-0.17,0.18,0.97175,0.495,0.544,0.267,1.012
2021-05-12,0.14,-0.17,0.13,0.9729,0.51,0.579,0.307,1.023
2021-05-12,0.14,-0.17,0.18,0.9729,0.51,0.579,0.307,1.023
2021-05-12,0.14,-0.17,0.04,0.9729,0.51,0.579,0.307,1.023
2021-05-13,0.21,-0.11,0.04,1.02722,0.549,0.6,0.31,1.066
2021-05-14,0.2,-0.13,0.04,1.07208,0.586,0.601,0.308,1.065
2021-05-15,0.2,-0.13,0.04,1.10753,0.586,0.601,0.308,1.065
2021-05-16,0.2,-0.13,0.04,1.10753,0.586,0.601,0.308,1.065
2021-05-17,0.2,-0.13,0.13,1.10753,0.597,0.623,0.334,1.105
2021-05-17,0.2,-0.13,0.22,1.10753,0.597,0.623,0.334,1.105
2021-05-17,0.2,-0.13,0.24,1.10753,0.597,0.623,0.334,1.105
2021-05-18,0.22,-0.11,0.2,1.10015,0.61,0.604,0.338,1.077
2021-05-18,0.22,-0.11,0.26,1.10015,0.61,0.604,0.338,1.077
2021-05-18,0.22,-0.11,0.11,1.10015,0.61,0.604,0.338,1.077
2021-05-19,0.25,-0.09,0.29,1.13359,0.586,0.618,0.33,1.081
2021-05-19,0.25,-0.09,0.23,1.13359,0.586,0.618,0.33,1.081
2021-05-19,0.25,-0.09,0.13,1.13359,0.586,0.618,0.33,1.081
2021-05-20,0.22,-0.1,0.12,1.10819,0.605,0.581,0.304,1.036
2021-05-20,0.22,-0.1,0.21,1.10819,0.605,0.581,0.304,1.036
2021-05-20,0.22,-0.1,0.27,1.10819,0.605,0.581,0.304,1.036
2021-05-21,0.18,-0.12,0.22,1.01852,0.582,0.568,0.29,0.971
2021-05-21,0.18,-0.12,0.17,1.01852,0.582,0.568,0.29,0.971
2021-05-21,0.18,-0.12,0.08,1.01852,0.582,0.568,0.29,0.971
2021-05-22,0.18,-0.12,0.08,1.03034,0.582,0.568,0.29,0.971
2021-05-23,0.18,-0.12,0.08,1.03034,0.582,0.568,0.29,0.971
2021-05-24,0.18,-0.12,0.08,1.03034,0.563,0.548,0.276,0.977
2021-05-25,0.14,-0.16,0.05,0.9805,0.536,0.502,0.24,0.905
2021-05-25,0.14,-0.16,0.15,0.9805,0.536,0.502,0.24,0.905
2021-05-25,0.14,-0.16,0.19,0.9805,0.536,0.502,0.24,0.905
2021-05-26,0.1,-0.19,-0.01,0.92564,0.471,0.457,0.191,0.863
2021-05-26,0.1,-0.19,0.09,0.92564,0.471,0.457,0.191,0.863
2021-05-26,0.1,-0.19,0.14,0.92564,0.471,0.457,0.191,0.863
2021-05-27,0.09,-0.2,0.0,0.92695,0.461,0.485,0.232,0.879
2021-05-27,0.09,-0.2,0.1,0.92695,0.461,0.485,0.232,0.879
2021-05-27,0.09,-0.2,0.13,0.92695,0.461,0.485,0.232,0.879
2021-05-28,0.12,-0.17,0.01,0.93231,0.477,0.47,0.219,0.845
2021-05-28,0.12,-0.17,0.11,0.93231,0.477,0.47,0.219,0.845
2021-05-28,0.12,-0.17,0.16,0.93231,0.477,0.47,0.219,0.845
2021-05-29,0.13,-0.17,0.16,0.9229,0.477,0.47,0.219,0.845
2021-05-30,0.13,-0.17,0.16,0.9229,0.477,0.47,0.219,0.845
2021-05-31,0.13,-0.16,0.16,0.9229,0.474,0.466,0.212,0.834
2021-05-31,0.13,-0.16,0.12,0.9229,0.474,0.466,0.212,0.834
2021-05-31,0.13,-0.16,0.03,0.9229,0.474,0.466,0.212,0.834
2021-06-01,0.1,-0.19,0.0,0.89559,0.472,0.468,0.215,0.833
2021-06-01,0.1,-0.19,0.09,0.89559,0.472,0.468,0.215,0.833
2021-06-01,0.1,-0.19,0.13,0.89559,0.472,0.468,0.215,0.833
2021-06-02,0.1,-0.19,0.0,0.8883,0.462,0.453,0.206,0.819
2021-06-02,0.1,-0.19,0.09,0.8883,0.462,0.453,0.206,0.819
2021-06-02,0.1,-0.19,0.14,0.8883,0.462,0.453,0.206,0.819
2021-06-03,0.11,-0.18,0.01,0.88958,0.452,0.469,0.224,0.805
2021-06-03,0.11,-0.18,0.1,0.88958,0.452,0.469,0.224,0.805
2021-06-03,0.11,-0.18,0.14,0.88958,0.452,0.469,0.224,0.805
2021-06-04,0.11,-0.19,0.01,0.88965,0.46,0.454,0.195,0.822
2021-06-04,0.11,-0.19,0.1,0.88965,0.46,0.454,0.195,0.822
2021-06-04,0.11,-0.19,0.15,0.88965,0.46,0.454,0.195,0.822
2021-06-05,0.1,-0.19,0.15,0.90659,0.46,0.454,0.179,0.822
2021-06-06,0.1,-0.19,0.15,0.90659,0.46,0.454,0.179,0.822
2021-06-07,0.1,-0.2,0.1,0.90659,0.442,0.475,0.218,0.829
2021-06-07,0.1,-0.2,0.01,0.90659,0.442,0.475,0.218,0.829
2021-06-07,0.1,-0.2,0.14,0.90659,0.442,0.475,0.218,0.829
2021-06-08,0.1,-0.2,0.14,0.9035,0.449,0.434,0.19,0.873
2021-06-08,0.1,-0.2,0.08,0.9035,0.449,0.434,0.19,0.873
2021-06-08,0.1,-0.2,-0.01,0.9035,0.449,0.434,0.19,0.873
2021-06-09,0.06,-0.24,-0.05,0.82062,0.44,0.417,0.164,0.819
2021-06-09,0.06,-0.24,0.04,0.82062,0.44,0.417,0.164,0.819
2021-06-09,0.06,-0.24,0.1,0.82062,0.44,0.417,0.164,0.819
2021-06-10,0.07,-0.24,-0.02,0.83021,0.401,0.398,0.156,0.811
2021-06-10,0.07,-0.24,0.07,0.83021,0.401,0.398,0.156,0.811
2021-06-10,0.07,-0.24,0.1,0.83021,0.401,0.398,0.156,0.811
2021-06-11,0.02,-0.29,-0.07,0.76555,0.386,0.359,0.139,0.74
2021-06-11,0.02,-0.29,0.02,0.76555,0.386,0.359,0.139,0.74
2021-06-11,0.02,-0.29,0.05,0.76555,0.386,0.359,0.139,0.74
2021-06-12,0.03,-0.29,0.05,0.75415,0.386,0.359,0.139,0.74
2021-06-13,0.03,-0.29,0.05,0.75415,0.386,0.359,0.139,0.74
2021-06-14,0.03,-0.27,0.04,0.75415,0.358,0.383,0.172,0.747
2021-06-14,0.03,-0.27,0.07,0.75415,0.358,0.383,0.172,0.747
2021-06-14,0.03,-0.27,-0.06,0.75415,0.358,0.383,0.172,0.747
2021-06-15,0.05,-0.26,0.06,0.77292,0.381,0.401,0.191,0.746
2021-06-15,0.05,-0.26,0.08,0.77292,0.381,0.401,0.191,0.746
2021-06-15,0.05,-0.26,-0.04,0.77292,0.381,0.401,0.191,0.746
2021-06-16,0.07,-0.19,-0.03,0.78026,0.396,0.382,0.177,0.743
2021-06-16,0.07,-0.19,0.06,0.78026,0.396,0.382,0.177,0.743
2021-06-16,0.07,-0.19,0.11,0.78026,0.396,0.382,0.177,0.743
2021-06-17,0.11,-0.17,0.14,0.82957,0.411,0.415,0.188,0.796
2021-06-17,0.11,-0.17,0.02,0.82957,0.411,0.415,0.188,0.796
2021-06-17,0.11,-0.17,0.11,0.82957,0.411,0.415,0.188,0.796
2021-06-18,0.09,-0.2,0.12,0.89511,0.434,0.432,0.209,0.805
2021-06-18,0.09,-0.2,-0.01,0.89511,0.434,0.432,0.209,0.805
2021-06-18,0.09,-0.2,0.08,0.89511,0.434,0.432,0.209,0.805
2021-06-19,0.09,-0.2,0.12,0.93341,0.434,0.432,0.191,0.805
2021-06-20,0.09,-0.2,0.12,0.93341,0.434,0.432,0.191,0.805
2021-06-21,0.09,-0.21,0.07,0.93341,0.452,0.437,0.212,0.82
2021-06-21,0.09,-0.21,0.12,0.93341,0.452,0.437,0.212,0.82
2021-06-21,0.09,-0.21,-0.02,0.93341,0.452,0.437,0.212,0.82
2021-06-22,0.12,-0.16,0.1,0.93947,0.454,0.449,0.22,0.843
2021-06-22,0.12,-0.16,0.0,0.93947,0.454,0.449,0.22,0.843
2021-06-22,0.12,-0.16,0.15,0.93947,0.454,0.449,0.22,0.843
2021-06-23,0.11,-0.17,0.14,0.91724,0.486,0.436,0.209,0.83
2021-06-23,0.11,-0.17,0.08,0.91724,0.486,0.436,0.209,0.83
2021-06-23,0.11,-0.17,-0.02,0.91724,0.486,0.436,0.209,0.83
2021-06-24,0.11,-0.17,-0.01,0.92631,0.496,0.419,0.193,0.832
2021-06-24,0.11,-0.17,0.09,0.92631,0.496,0.419,0.193,0.832
2021-06-24,0.11,-0.17,0.13,0.92631,0.496,0.419,0.193,0.832
2021-06-25,0.11,-0.18,0.01,0.94452,0.457,0.467,0.244,0.841
2021-06-25,0.11,-0.18,0.11,0.94452,0.457,0.467,0.244,0.841
2021-06-25,0.11,-0.18,0.13,0.94452,0.457,0.467,0.244,0.841
2021-06-26,0.13,-0.18,0.13,0.94452,0.457,0.458,0.226,0.841
2021-06-27,0.13,-0.18,0.13,0.94452,0.457,0.458,0.226,0.841
2021-06-28,0.13,-0.16,0.02,0.94452,0.539,0.431,0.202,0.842
2021-06-28,0.13,-0.16,0.12,0.94452,0.539,0.431,0.202,0.842
2021-06-28,0.13,-0.16,0.15,0.94452,0.539,0.431,0.202,0.842
2021-06-29,0.1,-0.18,0.1,0.91921,0.502,0.445,0.215,0.84
2021-06-29,0.1,-0.18,0.13,0.91921,0.502,0.445,0.215,0.84
2021-06-29,0.1,-0.18,0.0,0.91921,0.502,0.445,0.215,0.84
2021-06-30,0.1,-0.19,0.09,0.89497,0.471,0.408,0.177,0.827
2021-06-30,0.1,-0.19,0.12,0.89497,0.471,0.408,0.177,0.827
2021-06-30,0.1,-0.19,-0.01,0.89497,0.471,0.408,0.177,0.827
2021-07-01,0.09,-0.19,-0.01,0.85867,0.445,0.385,0.171,0.833
2021-07-01,0.09,-0.19,0.09,0.85867,0.445,0.385,0.171,0.833
2021-07-01,0.09,-0.19,0.11,0.85867,0.445,0.385,0.171,0.833
2021-07-02,0.05,-0.23,0.08,0.82153,0.431,0.358,0.139,0.801
2021-07-02,0.05,-0.23,-0.06,0.82153,0.431,0.358,0.139,0.801
2021-07-02,0.05,-0.23,0.04,0.82153,0.431,0.358,0.139,0.801
2021-07-03,0.06,-0.23,0.04,0.84255,0.431,0.358,0.139,0.801
2021-07-04,0.06,-0.23,0.04,0.84255,0.431,0.358,0.133,0.801
2021-07-05,0.06,-0.22,-0.05,0.84255,0.404,0.378,0.168,0.808
2021-07-05,0.06,-0.22,0.05,0.84255,0.404,0.378,0.168,0.808
2021-07-05,0.06,-0.22,0.08,0.84255,0.404,0.378,0.168,0.808
2021-07-06,0.05,-0.22,0.04,0.82347,0.411,0.316,0.117,0.77
2021-07-06,0.05,-0.22,0.08,0.82347,0.411,0.316,0.117,0.77
2021-07-06,0.05,-0.22,-0.06,0.82347,0.411,0.316,0.117,0.77
2021-07-07,-0.01,-0.28,-0.12,0.7635,0.389,0.313,0.09,0.731
2021-07-07,-0.01,-0.28,-0.02,0.7635,0.389,0.313,0.09,0.731
2021-07-07,-0.01,-0.28,0.02,0.7635,0.389,0.313,0.09,0.731
2021-07-08,-0.05,-0.34,-0.03,0.7963,0.363,0.322,0.094,0.77
2021-07-08,-0.05,-0.34,-0.12,0.7963,0.363,0.322,0.094,0.77
2021-07-08,-0.05,-0.34,-0.03,0.7963,0.363,0.322,0.094,0.77
2021-07-09,-0.02,-0.32,-0.12,0.80427,0.37,0.339,0.11,0.753
2021-07-09,-0.02,-0.32,-0.02,0.80427,0.37,0.339,0.11,0.753
2021-07-09,-0.02,-0.32,0.0,0.80427,0.37,0.339,0.11,0.753
2021-07-10,-0.02,-0.32,0.0,0.80423,0.37,0.339,0.11,0.753
2021-07-11,-0.02,-0.32,0.0,0.80423,0.37,0.339,0.11,0.753
2021-07-12,-0.02,-0.31,-0.13,0.80423,0.405,0.321,0.104,0.738
2021-07-12,-0.02,-0.31,-0.03,0.80423,0.405,0.321,0.104,0.738
2021-07-12,-0.02,-0.31,0.0,0.80423,0.405,0.321,0.104,0.738
2021-07-13,-0.01,-0.3,-0.13,0.7732,0.351,0.303,0.095,0.723
2021-07-13,-0.01,-0.3,-0.03,0.7732,0.351,0.303,0.095,0.723
2021-07-13,-0.01,-0.3,0.01,0.7732,0.351,0.303,0.095,0.723
2021-07-14,-0.01,-0.29,0.01,0.73729,0.332,0.292,0.074,0.699
2021-07-14,-0.01,-0.29,-0.03,0.73729,0.332,0.292,0.074,0.699
2021-07-14,-0.01,-0.29,-0.13,0.73729,0.332,0.292,0.074,0.699
2021-07-15,-0.05,-0.34,-0.03,0.75107,0.349,0.287,0.052,0.69
2021-07-15,-0.05,-0.34,-0.05,0.75107,0.349,0.287,0.052,0.69
2021-07-15,-0.05,-0.34,-0.15,0.75107,0.349,0.287,0.052,0.69
2021-07-16,-0.05,-0.34,-0.17,0.75102,0.36,0.27,0.034,0.679
2021-07-16,-0.05,-0.34,-0.07,0.75102,0.36,0.27,0.034,0.679
2021-07-16,-0.05,-0.34,-0.03,0.75102,0.36,0.27,0.034,0.679
2021-07-17,-0.08,-0.34,-0.03,0.75097,0.36,0.27,0.034,0.679
2021-07-18,-0.08,-0.34,-0.03,0.75097,0.36,0.27,0.034,0.679
2021-07-19,-0.08,-0.37,-0.1,0.75097,0.345,0.248,0.014,0.676
2021-07-19,-0.08,-0.37,-0.06,0.75097,0.345,0.248,0.014,0.676
2021-07-19,-0.08,-0.37,-0.19,0.75097,0.345,0.248,0.014,0.676
2021-07-20,-0.11,-0.41,-0.21,0.72602,0.274,0.243,-0.001,0.673
2021-07-20,-0.11,-0.41,-0.12,0.72602,0.274,0.243,-0.001,0.673
2021-07-20,-0.11,-0.41,-0.09,0.72602,0.274,0.243,-0.001,0.673
2021-07-21,-0.09,-0.4,-0.09,0.72397,0.279,0.254,0.019,0.682
2021-07-22,-0.09,-0.4,-0.12,0.70888,0.291,0.21,-0.025,0.671
2021-07-22,-0.09,-0.4,-0.07,0.70888,0.291,0.21,-0.025,0.671
2021-07-22,-0.09,-0.4,-0.22,0.70888,0.291,0.21,-0.025,0.671
2021-07-23,-0.11,-0.41,-0.09,0.67806,0.254,0.198,-0.024,0.658
2021-07-23,-0.11,-0.41,-0.21,0.67806,0.254,0.198,-0.024,0.658
2021-07-23,-0.11,-0.41,-0.11,0.67806,0.254,0.198,-0.024,0.658
2021-07-24,-0.14,-0.41,-0.09,0.66907,0.254,0.198,-0.024,0.658
2021-07-25,-0.14,-0.41,-0.09,0.66907,0.254,0.198,-0.024,0.658
2021-07-26,-0.14,-0.43,-0.22,0.66907,0.275,0.209,-0.011,0.644
2021-07-26,-0.14,-0.43,-0.13,0.66907,0.275,0.209,-0.011,0.644
2021-07-26,-0.14,-0.43,-0.12,0.66907,0.275,0.209,-0.011,0.644
2021-07-27,-0.14,-0.44,-0.23,0.669,0.257,0.197,-0.03,0.623
2021-07-27,-0.14,-0.44,-0.13,0.669,0.257,0.197,-0.03,0.623
2021-07-27,-0.14,-0.44,-0.12,0.669,0.257,0.197,-0.03,0.623
2021-07-28,-0.13,-0.44,-0.11,0.66695,0.26,0.194,-0.025,0.621
2021-07-28,-0.13,-0.44,-0.23,0.66695,0.26,0.194,-0.025,0.621
2021-07-28,-0.13,-0.44,-0.13,0.66695,0.26,0.194,-0.025,0.621
2021-07-29,-0.13,-0.45,-0.23,0.66377,0.224,0.183,-0.037,0.606
2021-07-29,-0.13,-0.45,-0.11,0.66377,0.224,0.183,-0.037,0.606
2021-07-29,-0.13,-0.45,-0.13,0.66377,0.224,0.183,-0.037,0.606
2021-07-30,-0.13,-0.45,-0.11,0.66667,0.252,0.182,-0.043,0.604
2021-07-30,-0.13,-0.45,-0.14,0.66667,0.252,0.182,-0.043,0.604
2021-07-30,-0.13,-0.45,-0.24,0.66667,0.252,0.182,-0.043,0.604
2021-07-31,-0.14,-0.45,-0.11,0.64976,0.252,0.182,-0.043,0.604
2021-08-01,-0.14,-0.45,-0.11,0.64976,0.252,0.182,-0.043,0.604
2021-08-02,-0.14,-0.45,-0.24,0.64976,0.226,0.145,-0.073,0.574
2021-08-02,-0.14,-0.45,-0.14,0.64976,0.226,0.145,-0.073,0.574
2021-08-02,-0.14,-0.45,-0.11,0.64976,0.226,0.145,-0.073,0.574
2021-08-03,-0.16,-0.47,-0.13,0.64968,0.242,0.137,-0.074,0.559
2021-08-03,-0.16,-0.47,-0.26,0.64968,0.242,0.137,-0.074,0.559
2021-08-03,-0.16,-0.47,-0.16,0.64968,0.242,0.137,-0.074,0.559
2021-08-04,-0.18,-0.49,-0.29,0.60615,0.312,0.14,-0.079,0.55
2021-08-04,-0.18,-0.49,-0.19,0.60615,0.312,0.14,-0.079,0.55
2021-08-04,-0.18,-0.49,-0.15,0.60615,0.312,0.14,-0.079,0.55
2021-08-05,-0.19,-0.5,-0.17,0.58323,0.229,0.107,-0.101,0.533
2021-08-05,-0.19,-0.5,-0.31,0.58323,0.229,0.107,-0.101,0.533
2021-08-05,-0.19,-0.5,-0.21,0.58323,0.229,0.107,-0.101,0.533
2021-08-06,-0.2,-0.49,-0.18,0.61172,0.158,0.135,-0.06,0.549
2021-08-06,-0.2,-0.49,-0.28,0.61172,0.158,0.135,-0.06,0.549
2021-08-06,-0.2,-0.49,-0.17,0.61172,0.158,0.135,-0.06,0.549
2021-08-07,-0.17,-0.49,-0.28,0.61163,0.158,0.131,-0.06,0.549
2021-08-08,-0.17,-0.49,-0.28,0.61163,0.158,0.131,-0.06,0.549
2021-08-09,-0.17,-0.47,-0.26,0.61163,0.219,0.125,-0.063,0.538
2021-08-09,-0.17,-0.47,-0.17,0.61163,0.219,0.125,-0.063,0.538
2021-08-09,-0.17,-0.47,-0.14,0.61163,0.219,0.125,-0.063,0.538
2021-08-10,-0.16,-0.46,-0.27,0.58886,0.204,0.118,-0.068,0.539
2021-08-10,-0.16,-0.46,-0.17,0.58886,0.204,0.118,-0.068,0.539
