Residual term;Time;Value
Gross yield rate of the reference loan (benchmark);2015-12-16;0.94
Gross yield rate of the reference loan (benchmark);2015-12-17;0.9
Gross yield rate of the reference loan (benchmark);2015-12-18;0.88
Gross yield rate of the reference loan (benchmark);2015-12-21;0.87
Gross yield rate of the reference loan (benchmark);2015-12-22;0.88
Gross yield rate of the reference loan (benchmark);2015-12-23;0.93
Gross yield rate of the reference loan (benchmark);2015-12-24;0.96
Gross yield rate of the reference loan (benchmark);2015-12-28;0.93
Gross yield rate of the reference loan (benchmark);2015-12-29;0.92
Gross yield rate of the reference loan (benchmark);2015-12-30;0.98
Gross yield rate of the reference loan (benchmark);2015-12-31;0.97
Gross yield rate of the reference loan (benchmark);2016-01-04;0.93
Gross yield rate of the reference loan (benchmark);2016-01-05;0.9
Gross yield rate of the reference loan (benchmark);2016-01-06;0.85
Gross yield rate of the reference loan (benchmark);2016-01-07;0.86
Gross yield rate of the reference loan (benchmark);2016-01-08;0.9
Gross yield rate of the reference loan (benchmark);2016-01-11;0.88
Gross yield rate of the reference loan (benchmark);2016-01-12;0.93
Gross yield rate of the reference loan (benchmark);2016-01-13;0.87
Gross yield rate of the reference loan (benchmark);2016-01-14;0.84
Gross yield rate of the reference loan (benchmark);2016-01-15;0.83
Gross yield rate of the reference loan (benchmark);2016-01-18;0.84
Gross yield rate of the reference loan (benchmark);2016-01-19;0.84
Gross yield rate of the reference loan (benchmark);2016-01-20;0.8
Gross yield rate of the reference loan (benchmark);2016-01-21;0.79
Gross yield rate of the reference loan (benchmark);2016-01-22;0.76
Gross yield rate of the reference loan (benchmark);2016-01-25;0.93
Gross yield rate of the reference loan (benchmark);2016-01-26;0.89
Gross yield rate of the reference loan (benchmark);2016-01-27;0.86
Gross yield rate of the reference loan (benchmark);2016-01-28;0.86
Gross yield rate of the reference loan (benchmark);2016-01-29;0.81
Gross yield rate of the reference loan (benchmark);2016-02-01;0.77
Gross yield rate of the reference loan (benchmark);2016-02-02;0.77
Gross yield rate of the reference loan (benchmark);2016-02-03;0.76
Gross yield rate of the reference loan (benchmark);2016-02-04;0.76
Gross yield rate of the reference loan (benchmark);2016-02-05;0.74
Gross yield rate of the reference loan (benchmark);2016-02-08;0.72
Gross yield rate of the reference loan (benchmark);2016-02-09;0.76
Gross yield rate of the reference loan (benchmark);2016-02-10;0.76
Gross yield rate of the reference loan (benchmark);2016-02-11;0.71
Gross yield rate of the reference loan (benchmark);2016-02-12;0.75
Gross yield rate of the reference loan (benchmark);2016-02-15;0.78
Gross yield rate of the reference loan (benchmark);2016-02-16;0.76
Gross yield rate of the reference loan (benchmark);2016-02-17;0.76
Gross yield rate of the reference loan (benchmark);2016-02-18;0.73
Gross yield rate of the reference loan (benchmark);2016-02-19;0.68
Gross yield rate of the reference loan (benchmark);2016-02-22;0.68
Gross yield rate of the reference loan (benchmark);2016-02-23;0.65
Gross yield rate of the reference loan (benchmark);2016-02-24;0.63
Gross yield rate of the reference loan (benchmark);2016-02-25;0.64
Gross yield rate of the reference loan (benchmark);2016-02-26;0.64
Gross yield rate of the reference loan (benchmark);2016-02-29;0.58
Gross yield rate of the reference loan (benchmark);2016-03-01;0.6
Gross yield rate of the reference loan (benchmark);2016-03-02;0.67
Gross yield rate of the reference loan (benchmark);2016-03-03;0.66
Gross yield rate of the reference loan (benchmark);2016-03-04;0.66
Gross yield rate of the reference loan (benchmark);2016-03-07;0.66
Gross yield rate of the reference loan (benchmark);2016-03-08;0.61
Gross yield rate of the reference loan (benchmark);2016-03-09;0.64
Gross yield rate of the reference loan (benchmark);2016-03-10;0.64
Gross yield rate of the reference loan (benchmark);2016-03-11;0.67
Gross yield rate of the reference loan (benchmark);2016-03-14;0.65
Gross yield rate of the reference loan (benchmark);2016-03-15;0.67
Gross yield rate of the reference loan (benchmark);2016-03-16;0.68
Gross yield rate of the reference loan (benchmark);2016-03-17;0.64
Gross yield rate of the reference loan (benchmark);2016-03-18;0.6
Gross yield rate of the reference loan (benchmark);2016-03-21;0.58
Gross yield rate of the reference loan (benchmark);2016-03-22;0.6
Gross yield rate of the reference loan (benchmark);2016-03-23;0.61
Gross yield rate of the reference loan (benchmark);2016-03-24;0.57
Gross yield rate of the reference loan (benchmark);2016-03-29;0.54
Gross yield rate of the reference loan (benchmark);2016-03-30;0.51
Gross yield rate of the reference loan (benchmark);2016-03-31;0.5
Gross yield rate of the reference loan (benchmark);2016-04-01;0.51
Gross yield rate of the reference loan (benchmark);2016-04-04;0.49
Gross yield rate of the reference loan (benchmark);2016-04-05;0.46
Gross yield rate of the reference loan (benchmark);2016-04-06;0.49
Gross yield rate of the reference loan (benchmark);2016-04-07;0.48
Gross yield rate of the reference loan (benchmark);2016-04-08;0.49
Gross yield rate of the reference loan (benchmark);2016-12-28;0.51
Gross yield rate of the reference loan (benchmark);2016-12-29;0.49
Gross yield rate of the reference loan (benchmark);2016-12-30;0.52
Gross yield rate of the reference loan (benchmark);2017-01-02;0.5
Gross yield rate of the reference loan (benchmark);2017-01-03;0.59
Gross yield rate of the reference loan (benchmark);2017-01-04;0.65
Gross yield rate of the reference loan (benchmark);2017-01-05;0.67
Gross yield rate of the reference loan (benchmark);2017-01-06;0.67
Gross yield rate of the reference loan (benchmark);2017-01-09;0.68
Gross yield rate of the reference loan (benchmark);2017-01-10;0.68
Gross yield rate of the reference loan (benchmark);2017-01-11;0.68
Gross yield rate of the reference loan (benchmark);2017-01-12;0.63
Gross yield rate of the reference loan (benchmark);2017-01-13;0.66
Gross yield rate of the reference loan (benchmark);2017-01-16;0.67
Gross yield rate of the reference loan (benchmark);2017-01-17;0.6
Gross yield rate of the reference loan (benchmark);2017-01-18;0.63
Gross yield rate of the reference loan (benchmark);2017-01-19;0.69
Gross yield rate of the reference loan (benchmark);2017-01-20;0.73
Gross yield rate of the reference loan (benchmark);2017-01-23;0.74
Gross yield rate of the reference loan (benchmark);2017-01-24;0.69
Gross yield rate of the reference loan (benchmark);2017-01-25;0.76
Gross yield rate of the reference loan (benchmark);2017-01-26;0.85
Gross yield rate of the reference loan (benchmark);2017-01-27;0.82
Gross yield rate of the reference loan (benchmark);2017-01-30;0.87
Gross yield rate of the reference loan (benchmark);2017-01-31;0.86
Gross yield rate of the reference loan (benchmark);2017-02-01;0.99
Gross yield rate of the reference loan (benchmark);2017-02-02;1.01
Gross yield rate of the reference loan (benchmark);2017-02-03;0.97
Gross yield rate of the reference loan (benchmark);2017-02-06;1.01
Gross yield rate of the reference loan (benchmark);2017-02-07;0.95
Gross yield rate of the reference loan (benchmark);2017-02-08;0.98
Gross yield rate of the reference loan (benchmark);2017-02-09;0.85
Gross yield rate of the reference loan (benchmark);2017-02-10;0.88
Gross yield rate of the reference loan (benchmark);2017-02-13;0.89
Gross yield rate of the reference loan (benchmark);2017-02-14;0.86
Gross yield rate of the reference loan (benchmark);2017-02-15;0.89
Gross yield rate of the reference loan (benchmark);2017-02-16;0.89
Gross yield rate of the reference loan (benchmark);2017-02-17;0.88
Gross yield rate of the reference loan (benchmark);2017-02-20;0.85
Gross yield rate of the reference loan (benchmark);2017-02-21;0.87
Gross yield rate of the reference loan (benchmark);2017-02-22;0.82
Gross yield rate of the reference loan (benchmark);2017-02-23;0.75
Gross yield rate of the reference loan (benchmark);2017-02-24;0.75
Gross yield rate of the reference loan (benchmark);2017-02-27;0.7
Gross yield rate of the reference loan (benchmark);2017-02-28;0.7
Gross yield rate of the reference loan (benchmark);2017-03-01;0.73
Gross yield rate of the reference loan (benchmark);2017-03-02;0.74
Gross yield rate of the reference loan (benchmark);2017-03-03;0.78
Gross yield rate of the reference loan (benchmark);2017-03-06;0.82
Gross yield rate of the reference loan (benchmark);2017-03-07;0.8
Gross yield rate of the reference loan (benchmark);2017-03-08;0.85
Gross yield rate of the reference loan (benchmark);2017-03-09;0.87
Gross yield rate of the reference loan (benchmark);2017-03-10;0.94
Gross yield rate of the reference loan (benchmark);2017-03-13;0.95
Gross yield rate of the reference loan (benchmark);2017-03-14;0.97
Gross yield rate of the reference loan (benchmark);2017-03-15;0.93
Gross yield rate of the reference loan (benchmark);2017-03-16;0.88
Gross yield rate of the reference loan (benchmark);2017-03-17;0.95
Gross yield rate of the reference loan (benchmark);2017-03-20;0.94
Gross yield rate of the reference loan (benchmark);2017-03-21;0.97
Gross yield rate of the reference loan (benchmark);2017-03-22;0.94
Gross yield rate of the reference loan (benchmark);2017-03-23;0.91
Gross yield rate of the reference loan (benchmark);2017-03-24;0.9
Gross yield rate of the reference loan (benchmark);2017-03-27;0.87
Gross yield rate of the reference loan (benchmark);2017-03-28;0.86
Gross yield rate of the reference loan (benchmark);2017-03-29;0.85
Gross yield rate of the reference loan (benchmark);2017-03-30;0.82
Gross yield rate of the reference loan (benchmark);2017-03-31;0.83
Gross yield rate of the reference loan (benchmark);2010-04-06;3.59
Gross yield rate of the reference loan (benchmark);2010-04-07;3.58
Gross yield rate of the reference loan (benchmark);2010-04-08;3.56
Gross yield rate of the reference loan (benchmark);2010-04-09;3.54
Gross yield rate of the reference loan (benchmark);2010-04-12;3.55
Gross yield rate of the reference loan (benchmark);2010-04-13;3.56
Gross yield rate of the reference loan (benchmark);2010-04-14;3.54
Gross yield rate of the reference loan (benchmark);2010-04-15;3.53
Gross yield rate of the reference loan (benchmark);2010-04-16;3.53
Gross yield rate of the reference loan (benchmark);2010-04-19;3.49
Gross yield rate of the reference loan (benchmark);2010-04-20;3.5
Gross yield rate of the reference loan (benchmark);2010-04-21;3.5
Gross yield rate of the reference loan (benchmark);2010-04-22;3.52
Gross yield rate of the reference loan (benchmark);2010-04-23;3.54
Gross yield rate of the reference loan (benchmark);2010-04-26;3.54
Gross yield rate of the reference loan (benchmark);2010-04-27;3.56
Gross yield rate of the reference loan (benchmark);2010-04-28;3.57
Gross yield rate of the reference loan (benchmark);2010-04-29;3.58
Gross yield rate of the reference loan (benchmark);2010-04-30;3.51
Gross yield rate of the reference loan (benchmark);2010-05-03;3.5
Gross yield rate of the reference loan (benchmark);2010-05-04;3.47
Gross yield rate of the reference loan (benchmark);2010-05-05;3.43
Gross yield rate of the reference loan (benchmark);2010-05-06;3.44
Gross yield rate of the reference loan (benchmark);2010-05-07;3.46
Gross yield rate of the reference loan (benchmark);2010-05-10;3.6
Gross yield rate of the reference loan (benchmark);2010-05-11;3.41
Gross yield rate of the reference loan (benchmark);2010-05-12;3.4
Gross yield rate of the reference loan (benchmark);2010-05-17;3.32
Gross yield rate of the reference loan (benchmark);2010-05-18;3.31
Gross yield rate of the reference loan (benchmark);2010-05-19;3.16
Gross yield rate of the reference loan (benchmark);2010-05-20;3.17
Gross yield rate of the reference loan (benchmark);2010-05-21;3.13
Gross yield rate of the reference loan (benchmark);2010-05-25;3.07
Gross yield rate of the reference loan (benchmark);2010-05-26;3.13
Gross yield rate of the reference loan (benchmark);2010-05-27;3.18
Gross yield rate of the reference loan (benchmark);2010-05-28;3.18
Gross yield rate of the reference loan (benchmark);2010-05-31;3.15
Gross yield rate of the reference loan (benchmark);2010-06-01;3.16
Gross yield rate of the reference loan (benchmark);2010-06-02;3.26
Gross yield rate of the reference loan (benchmark);2010-06-03;3.38
Gross yield rate of the reference loan (benchmark);2010-06-04;3.52
Gross yield rate of the reference loan (benchmark);2010-06-07;3.55
Gross yield rate of the reference loan (benchmark);2010-06-08;3.56
Gross yield rate of the reference loan (benchmark);2010-06-09;3.56
Gross yield rate of the reference loan (benchmark);2010-06-10;3.5
Gross yield rate of the reference loan (benchmark);2010-06-11;3.46
Gross yield rate of the reference loan (benchmark);2010-06-14;3.47
Gross yield rate of the reference loan (benchmark);2010-06-15;3.48
Gross yield rate of the reference loan (benchmark);2010-06-16;3.49
Gross yield rate of the reference loan (benchmark);2010-06-17;3.5
